influencerId,campaignId,views,likes,comments,shares
influencer_8851,campaign_5,60238,2597,524,994
influencer_8852,campaign_4,3147,130,17,21
influencer_8853,campaign_5,99919,3240,773,1298
influencer_8854,campaign_1,39445,1912,290,351
influencer_8855,campaign_6,54803,791,227,123
influencer_8856,campaign_7,62108,1652,345,414
influencer_8857,campaign_8,3013,28,4,6
influencer_8858,campaign_2,86617,4325,1003,895
influencer_8859,campaign_7,83410,656,104,84
influencer_8860,campaign_6,54502,2842,576,324
influencer_8861,campaign_9,38755,1141,183,111
influencer_8862,campaign_8,9733,583,128,214
influencer_8863,campaign_4,10479,114,23,53
influencer_8864,campaign_9,76361,808,178,28
influencer_8865,campaign_1,22304,76,19,24
influencer_8866,campaign_6,36694,1204,236,132
influencer_8867,campaign_8,82171,3966,903,644
influencer_8868,campaign_4,87296,1581,246,517
influencer_8869,campaign_2,10490,441,112,85
influencer_8870,campaign_2,22252,375,64,108
influencer_8871,campaign_10,7862,382,87,28
influencer_8872,campaign_1,70959,5337,1190,192
influencer_8873,campaign_5,11450,237,53,79
influencer_8874,campaign_6,57022,3869,679,1121
influencer_8875,campaign_4,62991,4040,1008,918
influencer_8876,campaign_4,41927,2573,609,166
influencer_8877,campaign_5,89090,5518,1056,949
influencer_8878,campaign_5,50853,2668,469,340
influencer_8879,campaign_9,32826,727,168,193
influencer_8880,campaign_8,43879,331,49,58
influencer_8881,campaign_9,58265,656,161,209
influencer_8882,campaign_3,73361,1587,455,315
influencer_8883,campaign_3,78990,5201,1065,486
influencer_8884,campaign_1,90787,5990,1548,389
influencer_8885,campaign_10,87184,586,113,270
influencer_8886,campaign_6,41736,2806,555,531
influencer_8887,campaign_4,25530,1050,264,57
influencer_8888,campaign_8,79052,4417,775,683
influencer_8889,campaign_2,48058,1843,423,106
influencer_8890,campaign_2,75094,3222,546,1489
influencer_8891,campaign_7,75255,936,200,172
influencer_8892,campaign_5,5886,410,71,75
influencer_8893,campaign_1,94721,1482,281,163
influencer_8894,campaign_7,38387,1835,285,454
influencer_8895,campaign_7,22575,158,31,46
influencer_8896,campaign_10,40643,2036,552,216
influencer_8897,campaign_6,11100,671,144,145
influencer_8898,campaign_4,61356,2638,847,751
influencer_8899,campaign_8,8856,375,94,11
influencer_8900,campaign_2,39169,1464,371,525
influencer_8901,campaign_2,29804,1395,192,254
influencer_8902,campaign_2,36790,1422,361,30
influencer_8903,campaign_3,31988,573,84,84
influencer_8904,campaign_6,77448,4310,1288,978
influencer_8905,campaign_1,39506,1908,359,540
influencer_8906,campaign_2,88904,1789,460,182
influencer_8907,campaign_10,68306,4018,933,289
influencer_8908,campaign_2,13305,980,157,167
influencer_8909,campaign_1,10969,584,175,120
influencer_8910,campaign_3,13404,359,67,120
influencer_8911,campaign_10,9989,419,131,124
influencer_8912,campaign_7,66305,1440,228,517
influencer_8913,campaign_1,36983,717,143,189
influencer_8914,campaign_7,40462,760,162,329
influencer_8915,campaign_5,20360,1105,207,295
influencer_8916,campaign_9,86657,2091,383,468
influencer_8917,campaign_2,27287,1413,184,174
influencer_8918,campaign_1,66472,888,202,307
influencer_8919,campaign_9,62313,386,107,63
influencer_8920,campaign_8,35160,144,37,33
influencer_8921,campaign_10,7789,94,24,35
influencer_8922,campaign_6,28181,126,17,24
influencer_8923,campaign_5,15385,630,104,109
influencer_8924,campaign_8,83597,787,229,224
influencer_8925,campaign_8,66641,3070,823,908
influencer_8926,campaign_5,45247,2616,455,201
influencer_8927,campaign_7,87673,5266,1450,925
influencer_8928,campaign_1,6544,56,16,17
influencer_8929,campaign_4,14275,781,188,213
influencer_8930,campaign_2,64248,1599,272,786
influencer_8931,campaign_10,35550,258,46,56
influencer_8932,campaign_3,54693,804,114,103
influencer_8933,campaign_1,20641,1109,165,150
influencer_8934,campaign_2,72749,1320,278,249
influencer_8935,campaign_1,81021,3138,860,417
influencer_8936,campaign_8,16605,125,20,22
influencer_8937,campaign_4,51713,1293,302,499
influencer_8938,campaign_3,21390,1078,222,441
influencer_8939,campaign_1,76403,1917,544,628
influencer_8940,campaign_2,59466,3638,751,354
influencer_8941,campaign_3,4981,172,43,49
influencer_8942,campaign_3,10493,393,97,5
influencer_8943,campaign_6,72218,4415,898,1258
influencer_8944,campaign_10,72318,4638,1059,522
influencer_8945,campaign_8,96335,2330,480,230
influencer_8946,campaign_6,17984,659,118,76
influencer_8947,campaign_2,23760,1104,253,237
influencer_8948,campaign_2,92529,566,127,126
influencer_8949,campaign_7,2524,100,17,13
influencer_8950,campaign_1,50402,3052,759,674
influencer_8951,campaign_1,92656,784,215,227
influencer_8952,campaign_7,66614,326,48,37
influencer_8953,campaign_9,36891,2350,523,470
influencer_8954,campaign_5,92009,804,138,253
influencer_8955,campaign_1,40832,1593,383,268
influencer_8956,campaign_5,46836,2873,510,759
influencer_8957,campaign_1,74953,2115,314,320
influencer_8958,campaign_10,14362,558,115,254
influencer_8959,campaign_9,67745,2864,618,662
influencer_8960,campaign_4,38921,1705,337,595
influencer_8961,campaign_9,71434,3539,507,956
influencer_8962,campaign_2,19562,972,144,227
influencer_8963,campaign_7,65510,3507,599,873
influencer_8964,campaign_2,77407,3235,864,401
influencer_8965,campaign_4,8610,429,72,149
influencer_8966,campaign_6,93918,6216,949,916
influencer_8967,campaign_2,16791,135,31,17
influencer_8968,campaign_2,59047,944,164,180
influencer_8969,campaign_2,68906,1363,311,376
influencer_8970,campaign_3,20665,1176,218,288
influencer_8971,campaign_5,71246,3873,1139,1327
influencer_8972,campaign_9,66864,3459,637,1220
influencer_8973,campaign_6,47451,2975,437,768
influencer_8974,campaign_9,87148,5231,1048,1531
influencer_8975,campaign_10,46890,2270,419,411
influencer_8976,campaign_5,7794,103,23,19
influencer_8977,campaign_6,33888,2047,483,408
influencer_8978,campaign_10,7749,60,10,8
influencer_8979,campaign_8,47531,2421,559,112
influencer_8980,campaign_3,21608,1049,272,96
influencer_8981,campaign_2,81986,4862,1117,756
influencer_8982,campaign_3,70211,925,173,235
influencer_8983,campaign_9,84996,2865,449,598
influencer_8984,campaign_6,57017,257,50,72
influencer_8985,campaign_10,58676,2072,449,115
influencer_8986,campaign_4,12560,288,73,92
influencer_8987,campaign_10,55401,2603,453,681
influencer_8988,campaign_3,51468,258,57,81
influencer_8989,campaign_2,33463,2059,377,236
influencer_8990,campaign_4,32663,2102,451,80
influencer_8991,campaign_9,69706,4044,692,437
influencer_8992,campaign_4,59773,288,53,21
influencer_8993,campaign_5,34123,2071,379,267
influencer_8994,campaign_8,95346,3808,656,915
influencer_8995,campaign_2,10718,122,19,32
influencer_8996,campaign_3,63637,1535,411,464
influencer_8997,campaign_6,1028,64,12,14
influencer_8998,campaign_7,63370,3816,823,1677
influencer_8999,campaign_4,48599,1026,188,315
influencer_9000,campaign_1,18397,360,83,110
influencer_9001,campaign_7,46406,1423,296,237
influencer_9002,campaign_9,48657,831,160,100
influencer_9003,campaign_1,68560,848,240,252
influencer_9004,campaign_1,14503,730,135,176
influencer_9005,campaign_1,55943,1983,512,232
influencer_9006,campaign_10,76839,2910,463,1068
influencer_9007,campaign_7,83674,1323,210,280
influencer_9008,campaign_9,26345,988,174,174
influencer_9009,campaign_3,51390,2523,506,494
influencer_9010,campaign_8,96041,6399,1179,1088
influencer_9011,campaign_9,60557,3685,883,361
influencer_9012,campaign_3,66054,2941,586,825
influencer_9013,campaign_3,2906,122,35,38
influencer_9014,campaign_1,41167,1200,247,207
influencer_9015,campaign_2,8961,363,79,44
influencer_9016,campaign_7,27140,480,143,158
influencer_9017,campaign_3,59701,3365,696,1256
influencer_9018,campaign_7,78567,1968,301,231
influencer_9019,campaign_5,81664,1081,294,325
influencer_9020,campaign_10,82199,4984,834,1527
influencer_9021,campaign_8,82218,3200,530,1255
influencer_9022,campaign_5,81729,5642,1440,207
influencer_9023,campaign_3,29561,973,261,244
influencer_9024,campaign_9,51568,740,143,259
influencer_9025,campaign_7,74302,5287,803,998
influencer_9026,campaign_5,96380,1023,240,69
influencer_9027,campaign_7,95968,4216,976,1405
influencer_9028,campaign_10,30504,1493,222,184
influencer_9029,campaign_9,38146,1299,297,462
influencer_9030,campaign_5,41297,760,124,107
influencer_9031,campaign_7,87394,2657,727,515
influencer_9032,campaign_9,69607,3277,571,1511
influencer_9033,campaign_1,17939,705,131,193
influencer_9034,campaign_4,91467,4595,1449,1300
influencer_9035,campaign_1,51715,234,49,93
influencer_9036,campaign_8,45460,1560,421,445
influencer_9037,campaign_3,67576,1600,494,539
influencer_9038,campaign_2,69222,4742,1183,628
influencer_9039,campaign_4,13666,147,29,49
influencer_9040,campaign_3,63119,4268,612,1196
influencer_9041,campaign_5,36321,898,184,411
influencer_9042,campaign_8,2779,88,13,32
influencer_9043,campaign_10,14186,161,38,28
influencer_9044,campaign_8,17459,565,88,105
influencer_9045,campaign_7,87246,1111,193,143
influencer_9046,campaign_8,88755,3227,582,279
influencer_9047,campaign_5,6057,25,3,4
influencer_9048,campaign_10,61663,2782,615,790
influencer_9049,campaign_10,19733,766,199,159
influencer_9050,campaign_6,20157,1162,338,383
influencer_9051,campaign_8,36030,381,121,118
influencer_9052,campaign_1,20613,668,166,227
influencer_9053,campaign_6,84028,1746,409,366
influencer_9054,campaign_6,87282,4591,928,2125
influencer_9055,campaign_5,6188,53,16,18
influencer_9056,campaign_4,30680,2160,473,248
influencer_9057,campaign_1,61119,3198,585,1446
influencer_9058,campaign_10,75400,2029,389,230
influencer_9059,campaign_8,56718,1934,493,569
influencer_9060,campaign_6,37445,2227,541,577
influencer_9061,campaign_3,6796,188,36,24
influencer_9062,campaign_3,48218,1228,195,373
influencer_9063,campaign_6,40131,2772,517,213
influencer_9064,campaign_7,9123,173,34,30
influencer_9065,campaign_8,9222,162,50,55
influencer_9066,campaign_5,25074,1549,291,183
influencer_9067,campaign_10,30825,1689,324,346
influencer_9068,campaign_6,37839,2573,611,34
influencer_9069,campaign_1,69322,4090,900,468
influencer_9070,campaign_6,57321,3446,583,905
influencer_9071,campaign_9,26988,1649,282,173
influencer_9072,campaign_10,36507,1897,562,439
influencer_9073,campaign_4,99644,4973,1240,754
influencer_9074,campaign_10,96251,6163,1505,249
influencer_9075,campaign_1,24806,154,45,49
influencer_9076,campaign_9,37901,2378,362,855
influencer_9077,campaign_4,18043,435,113,95
influencer_9078,campaign_2,76761,469,138,123
influencer_9079,campaign_1,10752,158,28,25
influencer_9080,campaign_3,69993,2923,611,1222
influencer_9081,campaign_7,43616,1525,309,144
influencer_9082,campaign_10,53127,374,51,68
influencer_9083,campaign_2,75777,4563,1057,1485
influencer_9084,campaign_9,1453,12,2,3
influencer_9085,campaign_2,76432,2039,631,690
influencer_9086,campaign_5,88362,5216,1128,835
influencer_9087,campaign_8,11976,534,164,152
influencer_9088,campaign_10,71404,1673,367,248
influencer_9089,campaign_8,82932,4212,703,515
influencer_9090,campaign_3,98170,5379,804,1292
influencer_9091,campaign_2,78707,2678,459,353
influencer_9092,campaign_9,90647,3213,745,648
influencer_9093,campaign_3,34688,1958,464,664
influencer_9094,campaign_8,87840,2622,763,594
influencer_9095,campaign_2,94789,341,94,112
influencer_9096,campaign_3,97516,2180,536,212
influencer_9097,campaign_1,3017,56,10,22
influencer_9098,campaign_6,8957,140,40,35
influencer_9099,campaign_7,5792,271,84,97
influencer_9100,campaign_4,56982,519,81,111
influencer_9101,campaign_1,14237,116,22,17
influencer_9102,campaign_3,52586,2229,347,679
influencer_9103,campaign_9,82787,4760,648,822
influencer_9104,campaign_5,20252,586,132,106
influencer_9105,campaign_6,11707,517,137,47
influencer_9106,campaign_4,35206,1054,251,177
influencer_9107,campaign_1,95276,3954,948,936
influencer_9108,campaign_5,4543,217,36,50
influencer_9109,campaign_5,45135,1860,447,88
influencer_9110,campaign_5,36031,2033,317,400
influencer_9111,campaign_6,43929,1329,388,420
influencer_9112,campaign_2,66747,1641,395,143
influencer_9113,campaign_1,58851,3967,826,491
influencer_9114,campaign_2,56311,2311,409,761
influencer_9115,campaign_10,66867,740,225,199
influencer_9116,campaign_6,89780,1378,219,254
influencer_9117,campaign_5,58196,3825,802,1055
influencer_9118,campaign_5,74705,2476,395,373
influencer_9119,campaign_6,58894,3615,603,725
influencer_9120,campaign_10,88640,749,121,123
influencer_9121,campaign_7,15591,872,225,297
influencer_9122,campaign_9,98247,5084,914,953
influencer_9123,campaign_7,49893,3316,664,419
influencer_9124,campaign_2,1727,76,20,11
influencer_9125,campaign_6,22359,1303,254,458
influencer_9126,campaign_9,44822,2850,860,693
influencer_9127,campaign_7,89534,3644,797,1533
influencer_9128,campaign_2,11929,459,79,61
influencer_9129,campaign_3,61091,1651,227,229
influencer_9130,campaign_8,81378,3272,493,905
influencer_9131,campaign_9,24519,221,37,69
influencer_9132,campaign_4,18393,669,156,102
influencer_9133,campaign_9,35318,1358,227,425
influencer_9134,campaign_2,75531,1472,414,267
influencer_9135,campaign_5,95192,1575,399,334
influencer_9136,campaign_2,48934,2793,419,310
influencer_9137,campaign_1,82103,358,61,120
influencer_9138,campaign_5,29840,1328,287,89
influencer_9139,campaign_2,90367,1007,309,301
influencer_9140,campaign_7,14265,574,127,31
influencer_9141,campaign_8,6424,493,90,55
influencer_9142,campaign_2,21625,1155,205,305
influencer_9143,campaign_7,80622,1528,249,472
influencer_9144,campaign_4,30187,462,128,70
influencer_9145,campaign_1,36929,1507,274,430
influencer_9146,campaign_3,62892,1085,274,125
influencer_9147,campaign_1,21539,655,157,111
influencer_9148,campaign_5,57630,406,104,97
influencer_9149,campaign_8,91639,3919,794,1705
influencer_9150,campaign_1,94410,4298,1192,1080
influencer_9151,campaign_9,10215,50,10,19
influencer_9152,campaign_3,40385,2847,706,198
influencer_9153,campaign_5,88580,3171,769,209
influencer_9154,campaign_9,78462,2694,624,55
influencer_9155,campaign_5,98037,7394,1698,470
influencer_9156,campaign_9,96310,6235,1625,1257
influencer_9157,campaign_10,26008,489,117,50
influencer_9158,campaign_8,49928,2808,515,325
influencer_9159,campaign_7,84096,2873,546,1353
influencer_9160,campaign_1,90876,4285,720,1010
influencer_9161,campaign_4,25976,488,125,117
influencer_9162,campaign_9,28626,1105,316,380
influencer_9163,campaign_10,99256,2182,333,457
influencer_9164,campaign_8,60789,3737,1056,1273
influencer_9165,campaign_4,5700,198,32,91
influencer_9166,campaign_1,64645,1939,265,346
influencer_9167,campaign_10,74396,3911,677,762
influencer_9168,campaign_4,8526,82,13,10
influencer_9169,campaign_3,40500,464,76,91
influencer_9170,campaign_6,69049,2113,690,662
influencer_9171,campaign_5,74366,2826,489,219
influencer_9172,campaign_5,81317,2421,411,261
influencer_9173,campaign_2,60117,1703,541,523
influencer_9174,campaign_3,57096,563,114,70
influencer_9175,campaign_6,8910,57,18,21
influencer_9176,campaign_2,82383,4585,894,741
influencer_9177,campaign_4,72185,1469,321,207
influencer_9178,campaign_2,51248,2552,753,487
influencer_9179,campaign_9,75656,529,164,166
influencer_9180,campaign_3,2951,130,34,32
influencer_9181,campaign_10,66212,1920,524,735
influencer_9182,campaign_10,76701,1342,263,549
influencer_9183,campaign_6,80888,2478,765,820
influencer_9184,campaign_1,76282,2923,748,768
influencer_9185,campaign_10,95533,5620,935,1221
influencer_9186,campaign_3,42954,512,81,71
influencer_9187,campaign_8,90719,456,72,98
influencer_9188,campaign_5,9804,751,156,64
influencer_9189,campaign_8,93705,5477,1411,1003
influencer_9190,campaign_2,1595,63,20,22
influencer_9191,campaign_7,30592,2098,459,97
influencer_9192,campaign_9,41643,1178,216,444
influencer_9193,campaign_7,63665,769,185,240
influencer_9194,campaign_3,21823,1011,236,279
influencer_9195,campaign_7,6972,192,51,17
influencer_9196,campaign_8,16882,727,175,287
influencer_9197,campaign_1,67394,3732,1028,509
influencer_9198,campaign_3,72055,483,89,163
influencer_9199,campaign_5,24769,1360,219,351
influencer_9200,campaign_6,26020,588,166,82
influencer_9201,campaign_3,43748,1093,259,380
influencer_9202,campaign_4,86374,2123,436,418
influencer_9203,campaign_5,45912,2533,388,315
influencer_9204,campaign_3,13879,909,158,85
influencer_9205,campaign_4,34798,419,93,37
influencer_9206,campaign_5,90826,1577,361,351
influencer_9207,campaign_2,47073,738,167,89
influencer_9208,campaign_10,76791,4890,1079,886
influencer_9209,campaign_9,67983,2841,763,736
influencer_9210,campaign_10,44005,2295,528,166
influencer_9211,campaign_8,95731,3973,1206,1107
influencer_9212,campaign_6,3850,121,21,11
influencer_9213,campaign_10,29400,430,99,25
influencer_9214,campaign_3,12953,637,193,202
influencer_9215,campaign_2,24535,1049,289,174
influencer_9216,campaign_7,76536,3274,793,1158
influencer_9217,campaign_8,76039,3881,637,460
influencer_9218,campaign_10,82029,5014,744,841
influencer_9219,campaign_1,5055,23,5,5
influencer_9220,campaign_6,39170,1722,366,170
influencer_9221,campaign_7,98944,4018,722,1895
influencer_9222,campaign_9,29251,1625,333,202
influencer_9223,campaign_3,5532,243,37,57
influencer_9224,campaign_2,5924,281,64,60
influencer_9225,campaign_5,49037,2158,378,332
influencer_9226,campaign_10,79082,2171,564,466
influencer_9227,campaign_1,93115,2718,848,713
influencer_9228,campaign_6,72621,2341,629,796
influencer_9229,campaign_9,78926,4155,977,804
influencer_9230,campaign_10,79816,1150,198,360
influencer_9231,campaign_9,90654,2699,546,543
influencer_9232,campaign_7,71400,3067,577,736
influencer_9233,campaign_7,93385,1131,208,400
influencer_9234,campaign_8,94102,5190,1168,436
influencer_9235,campaign_10,11702,512,132,130
influencer_9236,campaign_2,16385,623,195,205
influencer_9237,campaign_6,10336,91,19,20
influencer_9238,campaign_5,66421,4392,1088,133
influencer_9239,campaign_5,32225,1401,207,297
influencer_9240,campaign_3,37021,1481,276,144
influencer_9241,campaign_3,4782,35,7,13
influencer_9242,campaign_6,89877,1680,330,467
influencer_9243,campaign_10,90630,1977,602,620
influencer_9244,campaign_10,50111,2571,569,408
influencer_9245,campaign_7,90402,2949,744,164
influencer_9246,campaign_1,85585,291,79,103
influencer_9247,campaign_3,43719,938,199,62
influencer_9248,campaign_1,97528,2663,659,577
influencer_9249,campaign_10,50037,714,92,114
influencer_9250,campaign_3,81103,5035,1384,1529
influencer_9251,campaign_5,4513,26,6,7
influencer_9252,campaign_9,14335,115,21,31
influencer_9253,campaign_3,45140,1655,421,286
influencer_9254,campaign_10,81373,839,190,332
influencer_9255,campaign_10,78658,5416,1095,514
influencer_9256,campaign_9,35840,2439,409,357
influencer_9257,campaign_1,32007,446,83,148
influencer_9258,campaign_6,57947,2665,594,458
influencer_9259,campaign_9,94220,1641,310,214
influencer_9260,campaign_5,27393,1091,175,100
influencer_9261,campaign_10,58480,1824,466,192
influencer_9262,campaign_2,89290,1136,291,94
influencer_9263,campaign_5,87335,2593,661,691
influencer_9264,campaign_1,10107,193,54,39
influencer_9265,campaign_9,6993,264,56,107
influencer_9266,campaign_10,97341,4377,1043,867
influencer_9267,campaign_10,94650,5094,1454,771
influencer_9268,campaign_9,53066,2984,617,1275
influencer_9269,campaign_6,43942,938,193,343
influencer_9270,campaign_9,17138,474,87,216
influencer_9271,campaign_3,45527,391,95,157
influencer_9272,campaign_4,10190,294,41,39
influencer_9273,campaign_6,93259,5352,1403,1915
influencer_9274,campaign_4,79422,1734,240,292
influencer_9275,campaign_1,56698,3298,671,1444
influencer_9276,campaign_7,83315,3072,798,220
influencer_9277,campaign_5,94710,3249,746,329
influencer_9278,campaign_8,30086,1315,184,283
influencer_9279,campaign_9,18322,651,126,83
influencer_9280,campaign_5,84569,5704,1386,350
influencer_9281,campaign_8,86610,974,154,374
influencer_9282,campaign_1,4435,282,59,95
influencer_9283,campaign_1,54331,1027,213,450
influencer_9284,campaign_7,29942,291,84,54
influencer_9285,campaign_6,60635,3206,628,491
influencer_9286,campaign_5,30059,1928,483,56
influencer_9287,campaign_5,58557,654,103,86
influencer_9288,campaign_9,53389,1526,382,373
influencer_9289,campaign_1,54014,2075,595,668
influencer_9290,campaign_8,33826,949,223,409
influencer_9291,campaign_2,31297,1037,194,460
influencer_9292,campaign_7,44890,3453,505,503
influencer_9293,campaign_6,22322,906,207,229
influencer_9294,campaign_10,36739,1112,240,473
influencer_9295,campaign_2,10719,126,34,21
influencer_9296,campaign_3,80553,6327,1592,102
influencer_9297,campaign_4,9314,44,7,9
influencer_9298,campaign_7,94831,6309,1177,786
influencer_9299,campaign_8,76164,2484,490,831
influencer_9300,campaign_2,78028,5960,913,790
influencer_9301,campaign_8,37113,718,229,209
influencer_9302,campaign_9,16357,1059,252,180
influencer_9303,campaign_7,99865,4866,1469,1260
influencer_9304,campaign_1,21365,726,164,285
influencer_9305,campaign_6,40029,1668,422,398
influencer_9306,campaign_8,2737,183,39,21
influencer_9307,campaign_5,75632,2641,590,827
influencer_9308,campaign_2,86474,2232,541,65
influencer_9309,campaign_5,79218,1198,267,103
influencer_9310,campaign_8,28499,1926,479,377
influencer_9311,campaign_2,47157,1568,267,720
influencer_9312,campaign_1,57247,626,119,205
influencer_9313,campaign_4,42034,2317,614,187
influencer_9314,campaign_4,1294,34,7,3
influencer_9315,campaign_9,99072,3783,878,496
influencer_9316,campaign_3,25596,409,94,43
influencer_9317,campaign_4,99185,7741,1666,488
influencer_9318,campaign_3,12434,712,177,14
influencer_9319,campaign_2,59382,3738,551,673
influencer_9320,campaign_4,39098,2133,512,634
influencer_9321,campaign_8,5655,164,32,50
influencer_9322,campaign_1,84029,5463,1104,681
influencer_9323,campaign_8,47228,2563,449,205
influencer_9324,campaign_8,4771,192,52,29
influencer_9325,campaign_3,75099,2298,376,209
influencer_9326,campaign_10,57799,565,126,195
influencer_9327,campaign_10,63257,2968,580,672
influencer_9328,campaign_6,18558,831,199,53
influencer_9329,campaign_4,59436,3475,699,223
influencer_9330,campaign_1,93103,350,70,113
influencer_9331,campaign_1,33376,1485,349,68
influencer_9332,campaign_5,88458,1684,397,312
influencer_9333,campaign_8,78924,4727,1141,1930
influencer_9334,campaign_1,30332,2384,398,216
influencer_9335,campaign_2,47737,170,44,24
influencer_9336,campaign_7,90031,2536,429,258
influencer_9337,campaign_8,74970,3513,635,572
influencer_9338,campaign_3,52952,1412,373,251
influencer_9339,campaign_8,21991,232,53,35
influencer_9340,campaign_1,28472,1299,264,88
influencer_9341,campaign_9,60946,2863,685,430
influencer_9342,campaign_2,27849,387,51,59
influencer_9343,campaign_2,2541,120,20,27
influencer_9344,campaign_4,3765,20,4,9
influencer_9345,campaign_10,44074,3017,416,480
influencer_9346,campaign_3,30283,764,121,98
influencer_9347,campaign_4,1769,114,30,32
influencer_9348,campaign_6,18806,526,105,208
influencer_9349,campaign_7,91518,4222,1014,1091
influencer_9350,campaign_5,3972,66,14,17
influencer_9351,campaign_2,19256,544,124,183
influencer_9352,campaign_3,19653,1103,248,40
influencer_9353,campaign_10,87669,1167,192,424
influencer_9354,campaign_3,40339,468,86,167
influencer_9355,campaign_5,26757,436,87,153
influencer_9356,campaign_5,43399,481,123,130
influencer_9357,campaign_4,45013,783,131,321
influencer_9358,campaign_8,98605,3977,548,651
influencer_9359,campaign_6,15706,647,141,99
influencer_9360,campaign_6,39231,2680,366,421
influencer_9361,campaign_1,28909,833,221,81
influencer_9362,campaign_6,77631,4016,808,1498
influencer_9363,campaign_3,58572,3152,702,687
influencer_9364,campaign_6,86879,3388,1013,1059
influencer_9365,campaign_10,64767,3908,916,810
influencer_9366,campaign_6,27469,1185,206,468
influencer_9367,campaign_2,2313,12,2,2
influencer_9368,campaign_1,8847,80,12,24
influencer_9369,campaign_3,51222,467,101,102
influencer_9370,campaign_5,75702,3327,759,464
influencer_9371,campaign_4,10930,367,65,72
influencer_9372,campaign_7,4285,136,26,39
influencer_9373,campaign_4,36863,627,153,239
influencer_9374,campaign_8,17704,661,196,135
influencer_9375,campaign_7,19705,887,179,75
influencer_9376,campaign_10,1555,27,6,2
influencer_9377,campaign_9,22323,720,135,256
influencer_9378,campaign_1,71968,3603,961,1306
influencer_9379,campaign_5,67922,2845,762,863
influencer_9380,campaign_4,54915,2649,586,719
influencer_9381,campaign_6,11619,688,158,131
influencer_9382,campaign_1,73390,2043,648,553
influencer_9383,campaign_6,60274,2231,573,540
influencer_9384,campaign_1,74173,3068,890,787
influencer_9385,campaign_1,22225,187,38,35
influencer_9386,campaign_8,27739,747,161,69
influencer_9387,campaign_2,48708,2565,729,463
influencer_9388,campaign_10,54019,1439,394,206
influencer_9389,campaign_6,77154,618,198,179
influencer_9390,campaign_6,8373,614,120,80
influencer_9391,campaign_6,36281,1254,275,396
influencer_9392,campaign_8,21187,591,141,242
influencer_9393,campaign_4,68863,2553,528,402
influencer_9394,campaign_3,98927,5786,1211,1595
influencer_9395,campaign_6,85085,3230,702,1112
influencer_9396,campaign_4,40220,1925,538,359
influencer_9397,campaign_2,8642,345,81,122
influencer_9398,campaign_6,80971,4581,1185,521
influencer_9399,campaign_10,56556,2640,479,1193
influencer_9400,campaign_5,34760,1501,368,450
influencer_9401,campaign_9,39192,2249,445,451
influencer_9402,campaign_6,5381,224,61,72
influencer_9403,campaign_3,97583,4884,888,1177
influencer_9404,campaign_5,20558,1165,175,320
influencer_9405,campaign_10,31782,2209,464,259
influencer_9406,campaign_8,5782,212,47,9
influencer_9407,campaign_9,92417,3769,660,730
influencer_9408,campaign_8,55712,860,169,285
influencer_9409,campaign_3,95945,4535,1283,1404
influencer_9410,campaign_9,20462,757,145,217
influencer_9411,campaign_3,61030,2176,468,636
influencer_9412,campaign_8,69519,3791,913,524
influencer_9413,campaign_10,57411,3185,501,489
influencer_9414,campaign_9,56206,3888,961,745
influencer_9415,campaign_7,98469,4872,1363,597
influencer_9416,campaign_4,47950,841,138,250
influencer_9417,campaign_10,3523,57,7,14
influencer_9418,campaign_9,61926,4028,798,718
influencer_9419,campaign_3,10677,243,74,72
influencer_9420,campaign_3,76828,3725,597,1261
influencer_9421,campaign_2,16089,368,103,107
influencer_9422,campaign_10,5581,286,77,46
influencer_9423,campaign_3,12907,197,48,41
influencer_9424,campaign_1,6609,50,11,14
influencer_9425,campaign_4,52153,1446,334,298
influencer_9426,campaign_8,51539,1280,234,547
influencer_9427,campaign_5,45143,1577,469,439
influencer_9428,campaign_2,23936,1350,369,297
influencer_9429,campaign_3,51182,1799,459,590
influencer_9430,campaign_1,96042,4119,877,1683
influencer_9431,campaign_2,14163,51,10,17
influencer_9432,campaign_1,60758,2521,405,1015
influencer_9433,campaign_2,47057,1259,230,157
influencer_9434,campaign_3,13537,416,105,80
influencer_9435,campaign_1,23419,732,142,311
influencer_9436,campaign_9,43578,698,102,195
influencer_9437,campaign_10,75991,1750,328,349
influencer_9438,campaign_5,75599,3703,1080,677
influencer_9439,campaign_8,1834,134,34,9
influencer_9440,campaign_5,33214,609,107,96
influencer_9441,campaign_8,93934,4684,895,1363
influencer_9442,campaign_7,3413,209,57,61
influencer_9443,campaign_4,10505,479,105,141
influencer_9444,campaign_7,3105,44,11,2
influencer_9445,campaign_6,69104,3967,557,630
influencer_9446,campaign_3,59408,1641,385,438
influencer_9447,campaign_9,38679,617,143,107
influencer_9448,campaign_10,80731,888,146,384
influencer_9449,campaign_9,66131,3404,626,1080
influencer_9450,campaign_5,65280,3238,735,1178
influencer_9451,campaign_8,16762,907,197,165
influencer_9452,campaign_7,59703,757,188,246
influencer_9453,campaign_9,82434,461,80,55
influencer_9454,campaign_7,64079,1861,535,460
influencer_9455,campaign_4,22577,1028,236,226
influencer_9456,campaign_4,2214,63,12,16
influencer_9457,campaign_8,87339,2548,414,882
influencer_9458,campaign_6,49114,265,52,102
influencer_9459,campaign_9,90234,5838,1583,663
influencer_9460,campaign_10,64230,1628,411,354
influencer_9461,campaign_7,33980,1435,320,280
influencer_9462,campaign_7,68194,3106,688,331
influencer_9463,campaign_4,78806,5970,1075,516
